D8m6580	D8m6581	D8m6582	D8m6583	D8m6584	D8m6585	D8m6586	D8m6587	D8m6588	D8m6589	D8m6590	D8m6591	D8m6592	D8m6593	D8m6594	D8m6595	D8m6596	D8m6597	D8m6598	D8m6599	D8m6600	D8m6601	D8m6602	D8m6603	D8m6604	D8m6605	D8m6606	D8m6607	D8m6608	D8m6609	D8m6610	D8m6611	D8m6612	D8m6613	D8m6614	D8m6615	D8m6616	D8m6617	D8m6618	D8m6619	D8m6620	D8m6621	D8m6622	D8m6623	D8m6624	D8m6625	D8m6626	D8m6627	D8m6628	D8m6629	D8m6630	D8m6631	D8m6632	D8m6633	D8m6634	D8m6635	D8m6636	D8m6637	D8m6638	D8m6639	D8m6640	D8m6641	D8m6642	D8m6643	D8m6644	D8m6645	D8m6646	D8m6647	D8m6648	D8m6649	D8m6650	D8m6651	D8m6652	D8m6653	D8m6654	D8m6655	D8m6656	D8m6657	D8m6658	D8m6659	D8m6660	D8m6661	D8m6662	D8m6663	D8m6664	D8m6665	D8m6666	D8m6667	D8m6668	D8m6669	D8m6670	D8m6671	D8m6672	D8m6673	D8m6674	D8m6675	D8m6676	D8m6677	D8m6678
D8m6590	0.615071288681	0.523504162266	0.762710226765	0.667323833282	0.715563697583	0.599274667812	0.655133483459	0.519118498015	0.528953721161	0.391310798415	0.0	0.386829720352	0.416132978154	0.554994932006	0.605544567807	0.671103291855	0.683369531176	0.356002043434	0.349675083865	0.230316887706	0.373888090469	0.524411844452	0.551320454288	0.481475397189	0.510154210509	0.576132353874	0.613703061859	0.637115490269	0.608736301024	0.61555670312	0.459955554676	0.554633822872	0.458361209026	0.442014454317	0.48609374107	0.473946960268	0.424345586173	0.412549717674	0.692848274405	0.733137106113	0.587809264061	0.52289668288	0.363594658065	0.478731493939	0.377674983049	0.607879740664	0.362673054644	0.586982063981	0.651642000083	0.389530698754	0.587083987009	0.589514264776	0.38825393325	0.383811632658	0.553373686809	0.629989100987	0.677227287544	0.625247495223	0.592453680241	0.590165442414	0.375261595655	0.38210153159	0.489613266485	0.418914377933	0.600787948661	0.384513524021	0.352173990199	0.528414778236	0.571149958491	0.371842181511	0.37400040771	0.397328429047	0.454781201518	0.522033143319	0.502105476245	0.566197932677	0.481066171985	0.519727250609	0.594036242452	0.649167049793	0.589885495474	0.379822973295	0.392672722938	0.385717452745	0.40414202587	0.387527299148	0.38406923593	0.414458494039	0.414743861541	0.507291335419	0.535337596292	0.433205789236	0.588904229145	0.635395377642	0.664750610431	0.404909601026	0.429415869342	0.676264006238	0.671425723678
D8m6591	0.576557643432	0.502489950594	0.727404381136	0.610312599358	0.650022095084	0.519732626727	0.576118582173	0.476305924886	0.485379301664	0.462756135543	0.386829720352	0.0	0.250078476637	0.446309354575	0.487959223479	0.609452085477	0.604635707346	0.376420315564	0.380671193671	0.383789856965	0.452155074184	0.443577598756	0.465049055716	0.410860643628	0.441362887227	0.502587064101	0.532788824597	0.565241288005	0.528631962937	0.512252912163	0.442665659027	0.507704522531	0.458586855384	0.440838714077	0.416725677925	0.415938505912	0.44081033147	0.43931018339	0.638686964276	0.697091884766	0.554462927058	0.498996522862	0.426967059103	0.412547316188	0.393160042425	0.532567560644	0.33839116086	0.532988283842	0.589231217089	0.401029400195	0.518354060909	0.51762313295	0.439426567379	0.453543197919	0.572524734551	0.581425558127	0.618253116504	0.543183945121	0.542105822771	0.548970769646	0.459310280397	0.455625536627	0.35447597103	0.296342820079	0.496811705733	0.439995047075	0.414909561029	0.491766271755	0.532446555115	0.462543139129	0.450341501516	0.355138138544	0.396860785399	0.459902772123	0.438706112204	0.482573928505	0.427405541094	0.441827423206	0.484295978185	0.589241215773	0.532656671938	0.413413224615	0.41557402288	0.38037192262	0.385770641095	0.426064470123	0.409477144191	0.461371133458	0.452143935769	0.442977441531	0.472720954744	0.409098189662	0.490036143749	0.569218868442	0.617328765163	0.394936572854	0.40777885168	0.597481636812	0.584343189876
D8m6592	0.551141158767	0.493824368076	0.72077534873	0.589568423156	0.631162877424	0.525818370874	0.579463108004	0.470556934917	0.487466150247	0.47576270396	0.416132978154	0.250078476637	0.0	0.437701629658	0.48042100957	0.620408383667	0.619566632279	0.373963580221	0.369435879844	0.384612261152	0.473308620529	0.459026038319	0.486465461079	0.363658839402	0.386807304197	0.447782016603	0.475484537912	0.519675903415	0.459921000231	0.452472766967	0.451453527223	0.50771630166	0.465414539852	0.430382051789	0.383301819685	0.360062632112	0.415301603908	0.425135424933	0.624061116344	0.687793196584	0.547271088058	0.503623545388	0.415992198729	0.363377596458	0.376611235805	0.496641076028	0.333404845923	0.515434532668	0.563141354406	0.375157113075	0.498544555696	0.50157154329	0.415504898383	0.430536042719	0.547987191328	0.548703812904	0.617844001548	0.537231192707	0.53027662891	0.527297838721	0.449076839192	0.439563195531	0.306127111486	0.249581137797	0.484880440717	0.412498255859	0.388915410916	0.455929719509	0.497369987264	0.441142584396	0.43292031319	0.347277868783	0.385737765368	0.396648583487	0.379881735552	0.437968536227	0.398296846203	0.38451751146	0.432342667742	0.57841759812	0.511913588116	0.416254265875	0.420807142202	0.348926931901	0.359337727288	0.425956955489	0.408373239632	0.445285966973	0.419988479948	0.401481762448	0.447687910628	0.354784208252	0.448968961436	0.552633328366	0.604232572675	0.414371536402	0.417572194435	0.615294147778	0.594558175456
D8m6593	0.456205614657	0.462564936511	0.552762245252	0.479545863825	0.507030903928	0.375050487339	0.38783424153	0.37145073235	0.380497312499	0.616751205687	0.554994932006	0.446309354575	0.437701629658	0.0	0.233981336229	0.408980646732	0.38326993971	0.564065578445	0.554706270603	0.53192868147	0.602165370934	0.331036079601	0.338524238914	0.420948564843	0.429226200221	0.435798132211	0.470743924539	0.447747815458	0.415997063105	0.408205337252	0.578566566954	0.543541485916	0.483155822648	0.50848903611	0.33617433446	0.352370668182	0.474738660335	0.486168530447	0.491043172081	0.543807905775	0.429511125286	0.399086522348	0.53685974974	0.439318757782	0.532455208123	0.401927601038	0.466774014964	0.394731654045	0.438181786923	0.476502121272	0.415204700016	0.446362437507	0.581956024438	0.583480806114	0.497204436192	0.502289925017	0.444807414993	0.408446354925	0.382886116895	0.375920450201	0.597180903969	0.595075716981	0.45467940935	0.456851581974	0.246409541977	0.563807951322	0.569314040312	0.381158314923	0.392059626599	0.562263506431	0.567086352976	0.446788216875	0.433647286413	0.43295620066	0.434658518855	0.392897322946	0.369983751172	0.400164665556	0.397722439104	0.44371458177	0.427357710397	0.516845734846	0.509204007308	0.5122656718	0.493341228741	0.560273575899	0.543625993471	0.612900564484	0.609672565655	0.389308119478	0.340391095401	0.487596992888	0.494800198968	0.475863242079	0.514803059934	0.540689539843	0.548512333582	0.380186037478	0.369532450273
D8m6594	0.488047892488	0.489414138423	0.564030449624	0.510720753598	0.516367198074	0.37689870457	0.375049478554	0.387181792312	0.406085483031	0.662983100728	0.605544567807	0.487959223479	0.48042100957	0.233981336229	0.0	0.375098710741	0.357703587753	0.612032325794	0.603804170866	0.586766644052	0.644973483157	0.350995510677	0.361695879894	0.477272247238	0.484071932506	0.469406572141	0.490631938773	0.457347308931	0.443785618208	0.41019014631	0.617599267743	0.570968717318	0.530029902104	0.55545600435	0.369816843527	0.383530284636	0.534589234196	0.547329924964	0.502488276538	0.550171423787	0.456886219208	0.432413409127	0.578111115489	0.492929282492	0.577558926738	0.376711377381	0.507972998078	0.403597585519	0.446743496338	0.536028039395	0.461249213033	0.489027223143	0.625207773727	0.630274256642	0.5308148034	0.528263195786	0.425439367855	0.40222004638	0.398708156478	0.401915781214	0.649984218463	0.643679729638	0.502426228411	0.514895562213	0.222945840174	0.606571689223	0.610716384439	0.408853243254	0.421549765175	0.619684835385	0.617360440637	0.513314638734	0.49483387562	0.497004891977	0.491143399066	0.443569780743	0.425491183531	0.455006191839	0.438019245778	0.447404596745	0.429191450629	0.567834071176	0.5604785267	0.553385840242	0.53789205183	0.612313159069	0.591472870264	0.647271367771	0.645620779378	0.428179534002	0.375334349955	0.529921434885	0.505236606058	0.493877580979	0.527401549079	0.578620101743	0.592133457762	0.360535764535	0.355821366835
D8m6595	0.464377465064	0.445710936331	0.479153107607	0.569921856965	0.551312742221	0.366201807084	0.326184966261	0.411468818429	0.424223691309	0.735817650043	0.671103291855	0.609452085477	0.620408383667	0.408980646732	0.375098710741	0.0	0.215581442092	0.701610408123	0.699476367244	0.677103303962	0.723272531418	0.423482836845	0.418390600298	0.586883109244	0.601949056036	0.603339216123	0.614613490269	0.555676845145	0.584877097529	0.526572743919	0.698180167927	0.641228815461	0.578831745383	0.633402710917	0.49094126588	0.510413513305	0.622285211708	0.633212474751	0.489196178087	0.520262731594	0.470651790244	0.453830762769	0.656319028749	0.613138445465	0.674072375925	0.424467745475	0.601642154229	0.365305287708	0.37788889589	0.635028214944	0.522143013943	0.555424964816	0.708121515036	0.714302655814	0.509789307718	0.514489078383	0.367028780269	0.381149069194	0.390759586209	0.39930972625	0.727963717904	0.72614751462	0.604837555186	0.614160664573	0.357331686054	0.700717718321	0.703076403652	0.455428778879	0.419218700044	0.700439214178	0.700587564955	0.604529589407	0.577043975589	0.598122571784	0.594665804197	0.543319049085	0.492242185211	0.575186138545	0.546090223405	0.417746136741	0.406348059547	0.63918244323	0.632906194671	0.647383930741	0.63612916753	0.693569138961	0.679001005409	0.718709522195	0.722283942216	0.496095895936	0.437498348339	0.62478135007	0.602482947606	0.51626571793	0.536061002395	0.619317452628	0.64514850926	0.229650356857	0.252950571456
D8m6596	0.426052827765	0.449542961536	0.444865294448	0.52354034422	0.50112869515	0.364127163887	0.305458368773	0.408127950887	0.410399585152	0.716844281562	0.683369531176	0.604635707346	0.619566632279	0.38326993971	0.357703587753	0.215581442092	0.0	0.700140777258	0.692867196994	0.663389900126	0.707942565672	0.403963476499	0.393244594933	0.569195455951	0.584644881746	0.596979324922	0.60414818597	0.545688992246	0.576188132739	0.512293195351	0.670545729468	0.610554790157	0.562233502004	0.608258402937	0.482648397737	0.493055482413	0.61419283089	0.613117798516	0.455863088424	0.4927683024	0.449780621387	0.449060370503	0.66012679863	0.608658294451	0.678355550157	0.459777242403	0.606038265951	0.376736135222	0.408042850862	0.617380181575	0.482470207702	0.497439829177	0.691382434071	0.69988690008	0.470302482508	0.479451119947	0.333274096728	0.347173045812	0.370767867781	0.384400315678	0.718278822423	0.712993750763	0.594385587916	0.617834432979	0.331846740773	0.693236714999	0.695801270958	0.450686680805	0.417241784637	0.688519074219	0.686054734464	0.588653308755	0.562763895071	0.574363299574	0.576143843992	0.505967448661	0.459122313026	0.550638407695	0.520210659935	0.383508615344	0.408333569936	0.622450697325	0.612799634605	0.647081218595	0.634768678501	0.683299862128	0.666501440702	0.704822371955	0.711233778047	0.504366075497	0.454046131887	0.623387370788	0.591189702457	0.467778220575	0.488522277618	0.616083900639	0.627981485416	0.159822990239	0.17121468397
D8m6597	0.589653406513	0.545340979772	0.75021818713	0.638191582319	0.66873400831	0.620389948109	0.654851139759	0.561369615733	0.568651950917	0.337051800882	0.356002043434	0.376420315564	0.373963580221	0.564065578445	0.612032325794	0.701610408123	0.700140777258	0.0	0.205168296055	0.313272985661	0.343633879778	0.555043558208	0.563100238122	0.419177250665	0.44448216679	0.549368810006	0.591672524506	0.603665088729	0.57914081081	0.551358069173	0.423366013355	0.511450980059	0.47408243197	0.440209011095	0.495517129999	0.470422848406	0.434068645092	0.428679083816	0.673339373775	0.708976537943	0.602118880132	0.571534424702	0.387185190351	0.43945240446	0.347366611972	0.601427032277	0.351770224249	0.590072343504	0.635509446083	0.350851296779	0.565381444848	0.547779056561	0.311046121019	0.309937786221	0.513657394172	0.582082477867	0.68295093096	0.618948736235	0.604720270616	0.603616340895	0.329763070044	0.308218056939	0.44261969359	0.391972141637	0.604023599717	0.266106052662	0.240974951473	0.516035183958	0.548912548677	0.322501452416	0.321357651278	0.403269802424	0.441805721636	0.454616846229	0.444160347844	0.512397171792	0.463869571726	0.482386478467	0.528724186165	0.617511767174	0.561981586489	0.42596332421	0.430399389358	0.356314659571	0.379464108733	0.342756825023	0.325143213507	0.325759023328	0.328792334053	0.510353854327	0.554106962968	0.362504797708	0.495835155665	0.597469858331	0.633350464505	0.392005872724	0.411558030429	0.691344679563	0.676077188119
D8m6598	0.594126132854	0.541828194228	0.753629540338	0.635247160399	0.678367265183	0.623701961332	0.655301542191	0.555876209332	0.56873884281	0.343946298582	0.349675083865	0.380671193671	0.369435879844	0.554706270603	0.603804170866	0.699476367244	0.692867196994	0.205168296055	0.0	0.31132505338	0.357709176374	0.538472782075	0.55900395735	0.424450813931	0.454338423746	0.552428311892	0.588010623348	0.611378729758	0.580556842519	0.547055950432	0.429957227405	0.503769246023	0.474195292374	0.440800173938	0.485765316161	0.463853739619	0.433516307581	0.426218594465	0.67761176683	0.71401001321	0.601991753382	0.564690279772	0.376664183674	0.429808850093	0.34514452955	0.597236230343	0.352522412295	0.590302370386	0.641448200685	0.3467257798	0.568267676147	0.549291492899	0.331969900347	0.321409763579	0.516456405964	0.588898900304	0.681180901302	0.620670584023	0.605641784564	0.607996901607	0.339123746413	0.321801259154	0.456234184835	0.398002531226	0.603785880296	0.278480876434	0.233259743103	0.520997232241	0.554537134439	0.328208566202	0.323933556518	0.402604438755	0.449632029609	0.462728326759	0.449951057199	0.528967502163	0.465747335777	0.487658808408	0.536397533128	0.619664570124	0.561235771787	0.42510834468	0.43456126107	0.341370788984	0.368875955548	0.356771924827	0.343344959877	0.338975256284	0.330340936842	0.504264484391	0.541733048384	0.343967139767	0.508137129485	0.594958128318	0.632231124679	0.393066554261	0.422193790184	0.690256292004	0.676575475687
D8m6599	0.566200189673	0.511976658203	0.73978943228	0.62042677163	0.666979859737	0.601064408661	0.643714193026	0.522630798367	0.523251105915	0.351153728673	0.230316887706	0.383789856965	0.384612261152	0.53192868147	0.586766644052	0.677103303962	0.663389900126	0.313272985661	0.31132505338	0.0	0.348081246678	0.517561937952	0.539922357895	0.401401836849	0.432284125171	0.534815260598	0.581607560051	0.597899066477	0.56752053688	0.57026608168	0.407043899734	0.497989949533	0.42243240218	0.384364156178	0.465815303304	0.44312986652	0.397932700394	0.386867245532	0.654168778034	0.702907412308	0.573301172339	0.526995108332	0.369690967002	0.435488668801	0.353539082387	0.598388537462	0.36663496276	0.57895195748	0.628359578943	0.331977769844	0.531495764206	0.51982377901	0.314390882808	0.32649607702	0.517795220925	0.573811932494	0.667402915957	0.607573466483	0.557475241297	0.564042319852	0.343186205632	0.325035875558	0.45854844131	0.397730038507	0.575435835065	0.34159777352	0.318583750569	0.480333473526	0.527639163811	0.32682902444	0.328070160481	0.339286691561	0.401350806856	0.434946534727	0.423436670288	0.492488969112	0.42448410681	0.456791672229	0.522991573822	0.601139378073	0.556014778806	0.339297265081	0.34396782583	0.344469211007	0.349826057019	0.335815512693	0.331243228578	0.361429153147	0.363180810497	0.479386104505	0.518053053698	0.391124695398	0.517322884069	0.580502960652	0.622727991747	0.361056332507	0.361044301543	0.657573806932	0.646181012831
D8m6600	0.624045452325	0.579985903152	0.7609667779	0.663363303809	0.699502106842	0.655595831063	0.689956749363	0.591204105325	0.584820588604	0.187140489106	0.373888090469	0.452155074184	0.473308620529	0.602165370934	0.644973483157	0.723272531418	0.707942565672	0.343633879778	0.357709176374	0.348081246678	0.0	0.570498282631	0.598258320564	0.494765226652	0.521032423261	0.612727192096	0.636078327405	0.656145717515	0.626008188572	0.621732584609	0.393522904395	0.50898694944	0.481270426101	0.45648979955	0.544608815701	0.500762467306	0.459889969309	0.449822640895	0.695274526037	0.732995712716	0.625972946072	0.601882146943	0.422285492891	0.519386710942	0.392876151852	0.671779736919	0.427477741269	0.629812580801	0.68902646121	0.393983539827	0.580926439403	0.559083497444	0.310795499825	0.322194756328	0.535514700255	0.634817220657	0.700015754463	0.655477443286	0.624586151478	0.629307865469	0.265906511193	0.284250610787	0.529022659175	0.497328846565	0.639101395493	0.339611086736	0.35212173291	0.572041917534	0.608590117458	0.311376517749	0.296683384217	0.438651225123	0.494737607002	0.514891461377	0.505296385384	0.571255770207	0.502287181758	0.539460990004	0.609357432127	0.632995641546	0.620120329849	0.423888847945	0.433063204632	0.423418914943	0.431287813664	0.323193448058	0.323703574066	0.322786041482	0.379743379592	0.5754977315	0.599116429106	0.460162546412	0.576055656355	0.632982955775	0.659303788764	0.422755869227	0.434186663456	0.698914132549	0.688839193301
D8m6601	0.52372916329	0.481883409091	0.624227178659	0.569115006925	0.594331073149	0.399696798649	0.421234855623	0.381833777849	0.386989326661	0.585931023189	0.524411844452	0.443577598756	0.459026038319	0.331036079601	0.350995510677	0.423482836845	0.403963476499	0.555043558208	0.538472782075	0.517561937952	0.570498282631	0.0	0.271505379226	0.464057552608	0.477894092521	0.511623977207	0.543639776539	0.52733895795	0.522093952781	0.514847210847	0.55171403668	0.552792683829	0.488980639536	0.503406274208	0.394941647511	0.41400858038	0.481217540582	0.482619970201	0.569319395373	0.616254326019	0.485353084835	0.441651970949	0.50245561102	0.50196769998	0.516742014626	0.468760709099	0.455953536793	0.44721810628	0.495343333027	0.477539682403	0.461133014101	0.469411646425	0.565729412967	0.562484885785	0.542242005773	0.546252949691	0.450807539794	0.407104916332	0.415408083202	0.422043005973	0.572279653664	0.567641571751	0.453643365434	0.468063375919	0.348478816854	0.552592146501	0.540304678202	0.418647717271	0.433365293847	0.543943182075	0.548690286196	0.443346191501	0.448815728064	0.479423298867	0.466323115795	0.465929674253	0.393028538638	0.46031414134	0.481668355661	0.512707698837	0.465697593741	0.487826637988	0.488458082964	0.493285283307	0.488898615417	0.544512840192	0.525571898547	0.575137608465	0.569083713018	0.447901228416	0.406097314625	0.497395846271	0.544912258296	0.527388282775	0.570485396141	0.501083544043	0.513598122289	0.413553210742	0.4151092021
D8m6602	0.490833551378	0.499054779138	0.579361397965	0.49840760835	0.531016732555	0.397257507967	0.375466097996	0.416091525606	0.419587910641	0.60520303582	0.551320454288	0.465049055716	0.486465461079	0.338524238914	0.361695879894	0.418390600298	0.393244594933	0.563100238122	0.55900395735	0.539922357895	0.598258320564	0.271505379226	0.0	0.430781239756	0.448831767599	0.504329624683	0.537346882436	0.508604392812	0.503856611649	0.475662605466	0.540897431016	0.502236092936	0.463075011819	0.495761286172	0.381764518794	0.405625318864	0.509203914803	0.512231231713	0.494492825773	0.536738722158	0.426294816136	0.423201418084	0.545460038647	0.471344355265	0.553265594506	0.445041504891	0.488283030702	0.418117951531	0.473977377629	0.492385408312	0.415770784795	0.427101124645	0.588010946757	0.589526311748	0.521501646088	0.507854878948	0.39548968694	0.360822233462	0.43736716012	0.439452555586	0.602993287994	0.596470825402	0.489799912811	0.498214911376	0.374102148395	0.569423802423	0.565396328811	0.402872831837	0.401919825293	0.580045538067	0.581071294629	0.45351510603	0.423876678057	0.462026623883	0.461518431918	0.45870208324	0.411888653102	0.475836761085	0.46491089103	0.462264663956	0.437255930525	0.521060271991	0.51104604084	0.499544501924	0.495366547564	0.561703292402	0.547238035134	0.605247775587	0.608034175703	0.43844161704	0.428383909115	0.529489234841	0.534088326401	0.440578356773	0.473646754091	0.515078821919	0.530923234121	0.397673841086	0.397063402169
D8m6603	0.480649793004	0.498793077382	0.627141817352	0.460528272821	0.504293023794	0.518490333701	0.54606291402	0.505467320871	0.514090722267	0.507772739531	0.481475397189	0.410860643628	0.363658839402	0.420948564843	0.477272247238	0.586883109244	0.569195455951	0.419177250665	0.424450813931	0.401401836849	0.494765226652	0.464057552608	0.430781239756	0.0	0.208554815461	0.411091558979	0.461447321511	0.464321380672	0.407814759971	0.3973279151	0.456661228581	0.45204267633	0.443734927287	0.422500458837	0.397811526263	0.373952329355	0.418119149525	0.438243064459	0.505621973217	0.571669161716	0.472896376908	0.470730992418	0.495095659975	0.329395677085	0.445309300712	0.475866494879	0.419406630974	0.484513791529	0.522506322052	0.357936970274	0.399172870438	0.37019406898	0.447996434188	0.465119963283	0.502537743457	0.480477017594	0.583362962041	0.508053153313	0.509098194291	0.512301828687	0.494871142699	0.472990639613	0.43282193401	0.39531766731	0.473133157032	0.456535086297	0.452480740204	0.363165138928	0.405769646775	0.4565923596	0.466830948316	0.352262423186	0.353141463275	0.235014330478	0.22526904036	0.322818091847	0.317424928447	0.331475981211	0.352214374919	0.478990733788	0.457228624181	0.451590771957	0.447348190573	0.378077810673	0.353930560992	0.447673097064	0.434543540721	0.484675829861	0.474918502167	0.377161404013	0.434376554483	0.407003931639	0.4144214618	0.43297640461	0.492437488894	0.426795084152	0.404732694903	0.566843568448	0.543612104529
D8m6604	0.488279049138	0.513029711493	0.625963541212	0.446420791482	0.484882075376	0.535567616969	0.562517897728	0.526677730377	0.537462593501	0.535012494341	0.510154210509	0.441362887227	0.386807304197	0.429226200221	0.484071932506	0.601949056036	0.584644881746	0.44448216679	0.454338423746	0.432284125171	0.521032423261	0.477894092521	0.448831767599	0.208554815461	0.0	0.406633319906	0.47047971171	0.466887467655	0.403449265855	0.390515932946	0.464371006765	0.445642377185	0.453684714759	0.437541184109	0.390338274867	0.380048464377	0.424500035566	0.44441451733	0.490365947379	0.552327637481	0.473934611939	0.476485021289	0.505887252249	0.319822107039	0.465056243432	0.475267336241	0.449185161006	0.48450550789	0.524094381639	0.373455877239	0.387807030084	0.372168715889	0.453555254989	0.469060802218	0.501169557751	0.480038215498	0.587859038512	0.51115662147	0.521255903515	0.523101350504	0.506221630733	0.485985133463	0.451161121893	0.410255540559	0.478414319542	0.461825072443	0.467586402298	0.366712382611	0.40731067775	0.470311066747	0.474056887413	0.356505335822	0.347331790337	0.232557023787	0.227108070248	0.32927467648	0.341542224609	0.351485362485	0.363209524843	0.466736699519	0.456348032998	0.47165078249	0.459833135795	0.383534334971	0.358184749406	0.462454040689	0.439762525556	0.493310774135	0.482341645367	0.377659864096	0.434613732015	0.423302241013	0.406774786801	0.425336251431	0.484318465956	0.447700752869	0.431419535256	0.571324127218	0.556116478668
D8m6605	0.552550687863	0.553449895135	0.652707492808	0.51256950798	0.536448894611	0.513413849326	0.546109381068	0.522617633807	0.543631846305	0.630120020438	0.576132353874	0.502587064101	0.447782016603	0.435798132211	0.469406572141	0.603339216123	0.596979324922	0.549368810006	0.552428311892	0.534815260598	0.612727192096	0.511623977207	0.504329624683	0.411091558979	0.406633319906	0.0	0.314212991183	0.29625514487	0.297555643443	0.352365441245	0.585771178494	0.565223992481	0.527552130753	0.51367305604	0.426584500726	0.409841260329	0.533484642666	0.557707164319	0.564967375316	0.61265745283	0.537331786315	0.53997094038	0.590311689516	0.457524521406	0.556734809251	0.488784951903	0.514367811988	0.516348286852	0.542836628306	0.523370463399	0.484292515001	0.507924145494	0.571664825347	0.581088793942	0.568780202694	0.553867702703	0.594613642587	0.529641015118	0.530118602624	0.530680425081	0.610161668902	0.590302545686	0.495517680067	0.467843796592	0.480236570118	0.567104331571	0.568981780945	0.449753498526	0.472888989111	0.587385050711	0.586988428372	0.504660489657	0.488962053373	0.413778015235	0.417985401128	0.332172598856	0.430245793041	0.315102317838	0.315391917344	0.549080244862	0.49902417817	0.528328123492	0.514912420723	0.489485372262	0.481164659728	0.560743408871	0.549866893843	0.621978304705	0.613962116792	0.466817173178	0.472325233824	0.500782977073	0.502986070812	0.53265548676	0.568109620414	0.559252429003	0.566958268714	0.581325902514	0.564230820924
D8m6606	0.601577528809	0.598788816294	0.68375021787	0.540259842166	0.573588246382	0.567330617409	0.574260126867	0.563827497225	0.586629504172	0.644747115891	0.613703061859	0.532788824597	0.475484537912	0.470743924539	0.490631938773	0.614613490269	0.60414818597	0.591672524506	0.588010623348	0.581607560051	0.636078327405	0.543639776539	0.537346882436	0.461447321511	0.47047971171	0.314212991183	0.0	0.364429079808	0.328965007672	0.397363110534	0.613158502965	0.590201705919	0.564578435945	0.551872094628	0.483133846457	0.449710167246	0.579390832944	0.597759409975	0.602444759385	0.642416992413	0.583856537688	0.579861426721	0.612619218238	0.50321022465	0.589543517012	0.527869490363	0.565679018675	0.559400289201	0.584607642222	0.560816136013	0.522143322859	0.533104951741	0.599840982158	0.604704291926	0.614190550511	0.598777807834	0.612696421018	0.567825910046	0.580696230328	0.577276606115	0.639720800439	0.62137282577	0.52959127061	0.522226687634	0.510948637536	0.595623998715	0.593889931506	0.505726583961	0.53215629626	0.612401081169	0.615740167995	0.533065258103	0.532119008486	0.466343583845	0.45748977424	0.395943549172	0.472006937991	0.342984596656	0.386361234687	0.579281891446	0.541210365268	0.575267494539	0.560786151031	0.524409596798	0.526040799589	0.599929512387	0.584011847523	0.650087133122	0.65027715796	0.527270660652	0.532676078452	0.545133427517	0.554207305873	0.57134742888	0.605792479247	0.598079168556	0.602381578991	0.599483177629	0.586904147083
D8m6607	0.529032205945	0.53988654757	0.592699815774	0.495475125651	0.505307919107	0.50580977488	0.500310215842	0.531822843206	0.558011358027	0.669305686123	0.637115490269	0.565241288005	0.519675903415	0.447747815458	0.457347308931	0.555676845145	0.545688992246	0.603665088729	0.611378729758	0.597899066477	0.656145717515	0.52733895795	0.508604392812	0.464321380672	0.466887467655	0.29625514487	0.364429079808	0.0	0.340124084759	0.347116859075	0.628766916968	0.574843120324	0.53211112769	0.534598100168	0.452348941036	0.441693597598	0.58453240562	0.601903344883	0.534213011689	0.569303349793	0.521926280198	0.541539572647	0.62814755962	0.509362254559	0.608618830842	0.471896406615	0.581512759267	0.492341883479	0.504070717907	0.566413241343	0.485664567671	0.503198371208	0.619017961705	0.617187002826	0.543173793959	0.538044446871	0.529629361124	0.484721479299	0.518804566629	0.516872237577	0.654876039216	0.634551040248	0.561157818138	0.538061787974	0.470036030702	0.60686307555	0.614138918799	0.448938289045	0.4501307371	0.630242756823	0.63255691861	0.543701933562	0.516106998613	0.45772829439	0.459226750303	0.344067118308	0.439142657729	0.357740331923	0.310126787353	0.506216088374	0.478058892845	0.567632897735	0.552735034671	0.546063312235	0.534604238161	0.59932521171	0.587104547068	0.662262620311	0.664809399063	0.492851117613	0.487218648181	0.559989977537	0.525642135959	0.512211146951	0.537523508548	0.598042350575	0.601741634264	0.527774820418	0.518683372635
D8m6608	0.540395098803	0.553971880451	0.630868805372	0.482887044377	0.518755341748	0.529748976309	0.54319351094	0.546503869701	0.569313226281	0.645840672065	0.608736301024	0.528631962937	0.459921000231	0.415997063105	0.443785618208	0.584877097529	0.576188132739	0.57914081081	0.580556842519	0.56752053688	0.626008188572	0.522093952781	0.503856611649	0.407814759971	0.403449265855	0.297555643443	0.328965007672	0.340124084759	0.0	0.328909191299	0.595472307142	0.549124229131	0.532908552013	0.530213009757	0.419474372653	0.397504137261	0.537386625442	0.562003274476	0.538820112571	0.585102980625	0.524647600689	0.522304019772	0.598175871611	0.452315341495	0.567368185372	0.470809866187	0.53846736859	0.494671183323	0.513726593715	0.53216322663	0.463391999891	0.485133407023	0.585436434753	0.593072646065	0.572373635349	0.549771232974	0.574276483206	0.525712084594	0.5433036883	0.54440328507	0.625372529049	0.605129228222	0.528025298098	0.505033528208	0.459494717558	0.58291423114	0.587884807784	0.417758373882	0.452072514148	0.594427638237	0.606979702506	0.500808745561	0.485318297049	0.396570480923	0.391823539216	0.341026304954	0.418471090083	0.316660295988	0.329230139783	0.514735909702	0.484416349418	0.556212448969	0.545455289219	0.49296488146	0.487138248003	0.583868203555	0.564872911855	0.63244615352	0.629268036613	0.449929213214	0.458389436101	0.508166621302	0.509905651116	0.505139410642	0.545278151688	0.566077187953	0.567143178125	0.559656513769	0.548502405231
